flight id:901
flight code:F-16A
origin:US
date:2011-06-01
from:maykop-khanskaya
to:krasnodar center
motor(s):1
mass aircraft:19518
mass fuel:19518
lift coef:2.2203235305245417
drag coef:0.01657331436821066

timestamp,longitude,latitude,altitude,roll,pitch,u,v,heading,air_speed,engine_0,temperature_in,humidity_in,pressure_in,heart_rate,oxygen_mask
1306893634.85,4.9458271,4.4458391,110.92520040000001,-1.0,10.1,1517682.7585396,-539039.6497952,-1.0,187.893673661689,18604.95302543021,296.38812393256995,0.07404397594676901,3.610892428641311,90.30000000000001,0.2882317029765565
1306893639.05,4.9412414,4.4443828,217.2572248,-1.0,10.5,1516509.3333052,-539672.4582144,-1.0,211.28508237095576,19678.752720639393,296.6062108170806,0.07476434323016677,3.581910431472859,89.69999999999999,0.2884955043763815
1306893639.47,4.9407152,4.4442117,237.2375404,-1.0,10.4,1516374.72044,-539746.5067732,-1.0,245.65694970213045,20704.20660407873,298.57514192846384,0.07349829162537821,3.610119489966579,89.8,0.2888055437464603
1306893639.89,4.9401881,4.444039,258.66142560000003,-1.0,10.4,1516240.0091496,-539821.2115,-1.0,246.6067743531115,25232.977357712316,301.327431396443,0.07346936974333255,3.58765591420337,90.3,0.2891653425216134
1306893640.73,4.9390882,4.4436746,307.5131332,0.7,10.4,1515959.0708204,-539978.4949696,-1.0,258.4535652264151,30475.3446500127,301.8725393170448,0.07331066099088465,3.672520305915308,89.7,0.2896388989520596
1306893641.15,4.9385182,4.4434837,334.7441052,0.7,10.4,1515813.4999496,-540060.7784368,-1.0,269.1413870655162,36827.57222032815,301.9917693665165,0.07590154856386126,3.6620593484944597,88.7,0.2901758412092774
1306893641.57,4.9379408,4.4432887,363.2546048,1.0,10.2,1515666.059,-540144.6367072,-1.0,273.32025872818485,44940.78417322528,300.76286885472496,0.07685767240286367,3.6376057286490386,86.80000000000001,0.2907792314105022
1306893641.99,4.9373503,4.4430876,392.74935639999995,1.2,10.0,1515515.3372104,-540231.0540328,-1.0,280.16001494706074,51299.0052534887,299.7611848734988,0.07597857030938672,3.592187151532542,86.80000000000001,0.2914506006143518
1306893642.41,4.9367445,4.4428797,422.67061720000004,1.5,9.7,1515360.8424548,-540320.3256892,-1.0,287.7678022216447,55244.77393436569,298.6623100622137,0.07207547230820179,3.674225383697464,86.10000000000001,0.2921895660561715
1306893642.83,4.9361331,4.4426682,451.9029016,1.7,9.2,1515204.9041296,-540411.0081067999,-1.0,290.6990633868256,59605.22967692457,298.6928504618588,0.07102981534567417,3.5911009212749923,83.8,0.2929922235364865
1306893643.25,4.9355038,4.442449,480.4134012,2.0,8.7,1515044.4382452,-540504.8729392,-1.0,299.3360161439776,62298.847702350904,297.75871090074173,0.07281347325308103,3.6268058068574773,82.7,0.2938543626440981
1306893643.67,4.9348542,4.4422212,507.67718160000004,2.4,8.3,1514878.8542504,-540602.3466956,-1.0,309.03698294152775,64379.990567675,297.3336642137969,0.07464259874892532,3.5894677994991517,83.8,0.29453200918828004
1306893644.09,4.9341973,4.4419896,532.7099908,2.8,8.0,1514711.4329852,-540701.3624468,-1.0,312.3358348095328,69229.61897658191,296.93981521359854,0.07444601667631598,3.4963678823696016,85.1,0.29522144488381813
1306893644.51,4.9335202,4.44175,555.774296,3.2,7.7,1514538.8936096,-540803.7246548,-1.0,321.7754138718131,73311.22505797344,295.04837678417186,0.07592135860693049,3.6074129635789474,87.5,0.2959147082259004
1306893644.93,4.9328353,4.4415068,576.3451627999999,3.6,7.7,1514364.38573,-540907.5960492,-1.0,325.29886225162153,78231.43224797705,296.3066030674878,0.07302688595731721,3.530919870640796,86.30000000000001,0.29654198294156087
1306893645.35,4.9321257,4.4412546,594.9147172,4.1,7.7,1514183.6442544,-541015.2732180001,-1.0,336.7847374185731,83674.23858476928,296.6997751529764,0.07065994515280534,3.5312701064245715,88.9,0.29714904768346817
1306893645.77,4.9314042,4.440999,611.9094683999999,4.3,7.8,1513999.8187892,-541124.4267648,-1.0,342.0822771552862,89285.45615852374,296.8380677069991,0.07288674403932016,3.633231976897455,90.9,0.2977292423466353
1306893646.19,4.9306589,4.4407366,628.5433272,4.5,8.2,1513809.8253447998,-541236.6314928001,-1.0,353.15299797885586,95104.6894876869,296.66507299667006,0.07092459297370773,3.6936674250506947,88.40000000000002,0.29827942826089593
1306893646.61,4.9299001,4.4404716,645.5380784,4.7,8.6,1513616.35421,-541350.08294,-1.0,359.0888477991914,102075.48416590145,297.5607202618979,0.07117185689884321,3.6806733693545595,91.00000000000001,0.2987994523203885
1306893647.03,4.9291286,4.4402042,663.5170816,4.8,9.0,1513419.6022352,-541464.6498728,-1.0,364.72498826207334,109148.76855257819,296.84561759322685,0.07095669867028821,3.7652094408808234,94.50000000000003,0.29929321872458803
1306893647.46,4.9283256,4.4399283,683.4645888,4.8,9.4,1513214.7465856,-541583.0881968,-1.0,370.5232290969353,116517.15918153654,298.74322239802814,0.07101891649444764,3.725725356415072,96.70000000000002,0.29976700481382684
1306893647.88,4.9275157,4.4396524,705.0853244,4.8,9.6,1513008.0536656,-541701.5921376001,-1.0,382.37509433907064,124016.60328335577,297.60039554083346,0.07010701049006637,3.681954316709052,96.3,0.3002276237989537
1306893648.3,4.9266936,4.4393746,728.5761388,4.8,9.6,1512798.2111392,-541821.0803304,-1.0,387.8878515734238,131798.52141118856,296.5395644903739,0.0727352136303635,3.694246861522842,94.0,0.30068464479632895
1306893648.72,4.9258555,4.4390938,753.8714152,5.0,9.6,1512584.1363292001,-541942.0777096,-1.0,395.34849747183625,139484.5822705999,295.64785182789933,0.07259445985536735,3.6644874233873974,90.69999999999999,0.3011468713930044
1306893649.14,4.9250137,4.4388134,781.6929384,-2.6,13.0,1512369.0116504,-542062.9110468,-1.0,397.1551491159431,147309.73440118934,295.6191115981,0.07451736357070103,3.681508793473792,92.29999999999998,0.3016260161874051
1306893649.56,4.9241511,4.438524,815.4527820000001,-26.2,14.2,1512148.7032444,-542187.51735,-1.0,408.59278234420424,155377.6066253544,297.112461312088,0.0743533470212601,3.6607883748620758,92.89999999999999,0.30214060498880496
1306893649.98,4.9233054,4.438226,853.4777176,-37.9,15.1,1511933.1848648,-542314.9123671999,-1.0,405.06393886801516,163202.9949203237,296.95225483458694,0.07275856716375033,3.625866591773782,92.3,0.3027042642189012
1306893650.4,4.9224625,4.437908,895.2428108,-40.7,15.1,1511719.0116296,-542449.5252323999,-1.0,410.0695343956901,168241.28621491333,297.9767308860979,0.0749394531439247,3.6751503941088703,92.80000000000001,0.3033265629940543
1306893650.82,4.9216425,4.4375771,938.6811324,-47.2,16.2,1511511.3016492,-542588.3047644,-1.0,405.34035650630125,170704.50609691895,298.9932931485852,0.07735903844599662,3.712240577168655,92.4,0.3040105634314996
1306893656.92,4.9112995,4.4315281,1354.6588359999998,-47.2,16.2,1508947.71889,-545022.3271519999,-1.0,390.7809564039549,169044.58742979597,299.4228524817888,0.07987659544738673,3.6570126041503226,90.00000000000001,0.30562322747349435
1306893657.13,4.9110009,4.4312844,1358.9895448,-47.2,16.2,1508875.8356856,-545117.7667876,-1.0,380.54513888520984,161176.28464117128,297.9456605565548,0.07650141914013428,3.655489129521335,87.70000000000002,0.3071994523203885
1306893657.34,4.9107117,4.4310404,1362.8937444,-47.2,16.2,1508806.4459196,-545213.0751896,-1.0,375.2991979153179,143364.03061133105,297.34024992721226,0.07707945782013818,3.722460001678857,88.1,0.3087343385846055
1306893657.55,4.9104279,4.4307929,1366.5026684,-47.2,7.7,1508738.56534,-545309.5975023999,-1.0,375.5826849376013,126468.700573148,298.71763369266796,0.07429383141265473,3.7157122993285094,90.60000000000001,0.31022283377270704
1306893657.76,4.9101576,4.4305488,1369.6850832,-47.2,7.7,1508674.1952592,-545404.5450119999,-1.0,364.8239345817816,118310.26995133147,299.56804453884945,0.07241347610443796,3.760424417790144,91.80000000000001,0.3116597322853929
1306893657.97,4.9098814,4.4302903,1372.7690728,-47.2,7.8,1508608.6768844,-545504.8730992,-1.0,381.38312902163153,121799.89652264316,298.9001307932834,0.07140409883169838,3.719791312400762,90.10000000000001,0.3130389098881925
1306893658.18,4.9096278,4.4300439,1375.4265532,-47.2,7.9,1508548.8015544,-545600.3127348,-1.0,358.07389933525445,132758.8707853009,296.7979400045379,0.07288349896930107,3.6986664456163774,89.9,0.31434551531251453
1306893658.39,4.9093656,4.4297792,1378.0184167999998,-47.2,7.9,1508487.1873792,-545702.5765176,-1.0,379.8630995436102,131367.38367059943,296.35957305303714,0.07485742323340204,3.623243976443749,89.2,0.3155694435714822
1306893658.6,4.9091209,4.429522,1380.2821964,-47.2,8.0,1508429.9695295999,-545801.7891192,-1.0,364.02922537084953,133686.49799304735,296.03303724071986,0.07435621507461426,3.5277473682444898,90.49999999999999,0.31670120210166586
1306893658.81,4.9088838,4.4292625,1382.3491256,-47.2,8.1,1508374.8186092,-545901.5922719999,-1.0,362.3596252137514,131915.97548053734,294.99579126430694,0.07217342322268373,3.5185390479021366,88.7,0.3177364273860054
1306893659.02,4.9086547,4.4290008,1384.2520128,-47.2,8.2,1508321.89866,-546002.0515928001,-1.0,360.75856943729286,126422.2421343122,295.1964160646988,0.07122608124505113,3.578864480922632,90.5,0.3178054781296624
1306893659.23,4.9084282,4.4287307,1386.0236664,-47.2,8.3,1508269.9301544,-546105.4964780001,-1.0,367.93450257210793,128987.99547491802,295.8597871560346,0.0748386024601674,3.6174820195483193,92.60000000000001,0.3178685577447105
1306893659.44,4.9082214,4.4284725,1387.5984696,-47.2,8.3,1508222.8501004,-546204.1841452,-1.0,347.05325290926584,132334.50275326188,296.9313875867892,0.07309556698463628,3.6358719056341617,92.30000000000001,0.3179262021016659
1306893659.65,4.9080145,4.4282022,1389.0748475999999,-60.1,8.4,1508176.0981304,-546307.268138,-1.0,359.52430521444654,128672.54567585538,297.17608961703627,0.07579509891128584,3.7101280328107302,91.10000000000001,0.31797887051811385
1306893659.86,4.9078182,4.4279327,1390.419992,-60.1,8.5,1508132.1348744,-546409.8928132,-1.0,354.4874551384311,129300.79011423035,297.7427133404587,0.07587737849410216,3.6990348491018805,89.89999999999999,0.3180272519704323
1306893660.07,4.9076249,4.4276536,1391.6995196,-60.1,8.6,1508089.2542956,-546515.8639452,-1.0,363.1527025710084,133366.57805947293,299.2454514283232,0.07717663369818765,3.818330285862712,89.2,0.3180714230115521
1306893660.28,4.9074442,4.427378,1392.8806220000001,-60.1,8.7,1508049.58894,-546620.3586992,-1.0,354.86834317415475,133273.29966699387,300.24139258653946,0.07745402791464645,3.8119582471105433,86.9,0.31811214917078223
1306893660.49,4.9072747,4.4271049,1393.9304908,-60.1,8.8,1508012.8763404,-546723.6395423999,-1.0,347.8539619652712,139555.90377945732,300.24216704061206,0.0762575451769349,3.9193533097796,88.80000000000001,0.31814927734226084
1306893660.7,4.9071102,4.4268238,1394.9147428,-60.1,8.9,1507977.7057356,-546829.7090996,-1.0,354.7892366747536,142753.6967246775,300.4763096195427,0.07813461311293675,3.9453721073933745,87.30000000000001,0.3181834199494349
1306893660.91,4.9069598,4.4265508,1395.833378,-60.1,9.0,1507946.0456296,-546932.596242,-1.0,341.4787476509316,145627.35463376276,301.4449140071598,0.08083147298807361,3.828877119215245,86.50000000000001,0.31821488320402813
1306893661.12,4.9068175,4.4262754,1396.6863964,-60.1,9.2,1507916.6164948,-547036.0739356,-1.0,341.26757464377476,143023.53907114032,300.028064319079,0.0801697215955242,3.7142560341872675,86.10000000000002,0.31824389676483306
1306893661.33,4.9066797,4.4259896,1397.5066064,-60.1,9.3,1507888.6309296,-547143.3245952,-1.0,351.86442583440856,141020.52259819274,298.5477811621972,0.07984347383305174,3.671976514725081,84.00000000000001,0.3182706902906423
1306893661.54,4.9065549,4.4257111,1398.2611996,-60.1,9.4,1507863.9262044,-547247.5896903999,-1.0,339.8991614841383,140433.28864115095,298.2429263096035,0.07944795507047403,3.6091430993398226,82.7,0.3182955699931795
1306893661.75,4.9064358,4.4254239,1399.0157928,-60.1,9.5,1507841.0587496,-547354.9059667999,-1.0,348.2758193811893,139179.83402429154,298.3310299804712,0.07906377295488325,3.5499765997115613,83.8,0.3183187655312372
1306893661.96,4.9063305,4.4251469,1399.6719608,-60.1,9.6,1507821.4721348,-547458.18681,-1.0,333.35054349099016,140576.5889377791,298.5602285065913,0.07920732801410849,3.439028696397092,86.5,0.3183403534577464
1306893662.17,4.9062331,4.4248669,1400.2953204,-60.1,9.7,1507804.0508744,-547562.4190967999,-1.0,335.18436300877534,144117.088792194,298.04528511561824,0.07987599057776736,3.333462239474701,86.5,0.3183604103256379
1306893662.38,4.9061421,4.4245773,1400.9514884,-60.1,9.9,1507788.6637348,-547669.9978404,-1.0,344.9448276975249,143169.65691885425,297.22131273052906,0.07971301130960365,3.4160165123428774,87.30000000000001,0.3183792423466352
1306893662.59,4.9060637,4.4242985,1401.5420396,-60.1,10.0,1507776.3605848,-547773.3443004,-1.0,330.05625990391724,143208.64359334036,298.3272589714231,0.07920783687455576,3.312582758994329,86.00000000000001,0.31839700262660026
1306893662.8,4.9059946,4.4240197,1402.0997824,-60.1,10.1,1507766.4196396,-547876.49391,-1.0,328.63962058863,141549.02697911314,299.37157120605593,0.07661470428315377,3.3709340374409136,86.9,0.3184137677184637
1306893663.01,4.9059331,4.4237346,1402.6575252,-60.1,10.2,1507758.7096656,-547981.7760656,-1.0,334.97343953374065,136940.34372963547,299.4471349956467,0.0741641346897612,3.3618647899398337,89.5,0.3184296907280876
1306893663.22,4.9058809,4.4234473,1403.1824596,-60.1,10.4,1507753.5915552,-548087.6487724,-1.0,336.43100289135845,137309.4330016557,299.7952253492095,0.07350653788322671,3.3850692935866857,90.0,0.3184448482084025
1306893663.43,4.905839,4.423166,1403.707394,-60.1,10.5,1507751.0325,-548191.0936576,-1.0,328.3063788251014,138001.53817039405,300.81062842104626,0.07227545495115902,3.374062038721631,90.20000000000002,0.31845931671233957
1306893663.64,4.9058064,4.4228828,1404.19952,-60.1,10.6,1507750.9340748,-548295.0634772,-1.0,329.9689958390355,134223.14363203183,302.06199960868287,0.0739235597189124,3.4271443688712,89.89999999999999,0.3184731727928295
1306893663.85,4.9057837,4.4226097,1404.691646,-60.1,10.7,1507753.1978544,-548395.1290972,-1.0,317.4418434281722,138015.6154288715,301.84698746436555,0.07479281157628309,3.473780756593957,90.30000000000001,0.3184864164498723
1306893664.06,4.9057698,4.422332,1405.183772,-60.1,10.9,1507757.8894556002,-548496.6382868,-1.0,322.466497675928,132884.90829065067,300.58090509459174,0.07526215910107363,3.472365216792295,88.4,0.3184992773422608
1306893664.27,4.905765,4.4220512,1405.6430896,-60.1,10.9,1507765.1729204,-548599.09892,-1.0,326.1202799369348,126355.4895802574,300.23455821567546,0.07257721374960255,3.4805289095379446,90.40000000000002,0.31851175546999483
1306893664.48,4.9057696,4.4217752,1406.1352155999998,-60.1,11.0,1507774.81859,-548699.6238576,-1.0,320.5778659201645,125077.11273366668,300.98678854945774,0.07326047410319296,3.428286769185116,91.2,0.31852385083307444
1306893664.69,4.9057834,4.4214972,1406.5945332000001,-60.1,11.1,1507786.9248896,-548800.6081128,-1.0,323.00000888863536,119704.07915268013,301.4686155238573,0.07240718696691943,3.475920166696901,90.5,0.3185356399844306
1306893664.9,4.9058067,4.4212172,1407.0538508,-60.1,11.1,1507801.5902443998,-548902.1829192,-1.0,326.0776953456963,117190.28367347323,300.79270636656156,0.07294476566465961,3.4149487546303874,90.80000000000001,0.318547199476994
1306893665.11,4.9058381,4.4209483,1407.5131684,-60.1,11.1,1507818.0928696,-548999.4598252,-1.0,313.31257497806394,119861.11517064343,299.9971323536413,0.07267550684164528,3.545652792625705,90.80000000000001,0.3185585293107648
1306893665.32,4.9058809,4.4206643,1407.972486,-60.1,11.1,1507838.0731852,-549102.0845004,-1.0,332.5153902335313,117745.06416486355,299.2962924529274,0.07418560231798439,3.512625733039132,90.80000000000001,0.3185697060386738
1306893665.53,4.9059308,4.4203938,1408.4318036,-60.1,11.1,1507859.4970704,-549199.5582567999,-1.0,317.19140804185054,119328.6074269562,299.4919688084431,0.07359923872426637,3.5123544915002407,93.4,0.318580729660721
1306893665.74,4.9059901,4.4201225,1408.8583128,-60.1,11.1,1507883.5128192,-549297.09763,-1.0,319.4173487973589,118591.71201589597,300.2176545400564,0.07443704100741662,3.464601343629738,96.0,0.31859160017690646
1306893665.95,4.9060583,4.4198518,1409.3176304,-60.1,11.0,1507909.8579644,-549394.3089192,-1.0,320.3853284083786,113103.99181565405,298.3873003960201,0.07097121233327246,3.502146277648786,92.9,0.31860239414016106
1306893666.16,4.9061377,4.4195752,1409.776948,-60.1,11.0,1507939.3855243998,-549493.3902872,-1.0,329.16974870539974,111301.61918685517,299.4123423730179,0.07024544794633687,3.492500075950947,93.6,0.3186131115504848
1306893666.37,4.9062247,4.4193045,1410.2362655999998,-60.1,10.9,1507970.6519296,-549590.1094504,-1.0,323.6323978115133,110978.84784126503,298.9155353519817,0.07094393365875346,3.6057074618153164,93.60000000000001,0.3186238289608085
1306893666.58,4.9063199,4.4190373,1410.6955832,-60.1,10.8,1508004.0836892,-549685.3522356,-1.0,321.4603732338338,106429.30334258113,299.87294691677977,0.07070074413735683,3.5910828786330833,93.0,0.3186344698182013
1306893666.79,4.9064261,4.418766,1411.1549008,-60.1,10.8,1508040.4682047998,-549781.9073567999,-1.0,328.85991678795017,105267.15414911682,297.99515994429555,0.06986107036322628,3.6476757394754094,92.1,0.31864511067559415
1306893667.0,4.9065397,4.4185,1411.6142184,-60.1,10.7,1508078.8212243998,-549876.3627404,-1.0,324.9754998644589,106391.09878963383,297.1831662401548,0.0713905492782567,3.6309578937593767,90.2,0.318655751532987
1306893667.21,4.9066681,4.4182232,1412.0735359999999,-60.1,10.7,1508121.2424856,-549974.427048,-1.0,341.0110352359304,100673.00693450165,296.90863087408576,0.07357865654284323,3.588780179382107,88.5,0.3186663923903798
1306893667.42,4.9067981,4.4179639,1412.5328536,-60.1,10.7,1508163.6965552,-550066.0609092,-1.0,322.1442224651193,103299.38375084983,299.5139986032922,0.07448488423551561,3.5846805789412826,87.60000000000001,0.3186770332477726
1306893667.63,4.9069369,4.4177058,1412.9921712,-60.1,10.7,1508208.4144044,-550157.1042192,-1.0,323.70932586268077,99766.79023705314,297.72261450417744,0.07455316537668609,3.597053785762928,88.30000000000001,0.3186876741051654
1306893667.84,4.9070871,4.4174452,1413.4514887999999,-60.1,10.7,1508256.28186,-550248.7380804,-1.0,330.18753527675847,95458.43008748705,297.44575332141454,0.07133328565757659,3.6933472049900202,86.9,0.3186983915154891
1306893668.26,4.9074152,4.4169289,1414.4029324,-60.1,10.7,1508359.1033856,-550429.7092148,-1.0,332.632891433805,91557.0243695018,299.62255210577223,0.07494924044512949,3.7055018920066383,86.60000000000001,0.3187102572197761
1306893668.68,4.907768,4.4164368,1415.3215676,-60.1,10.8,1508467.7976147998,-550601.23153,-1.0,324.69058815530974,86998.84260390898,299.097446365279,0.07516037815348862,3.82093050126546,85.8,0.31872319466509547
1306893669.1,4.9081598,4.4159488,1416.2402028000001,-60.1,10.8,1508586.7280648,-550770.4572571999,-1.0,331.12896871994957,79814.59041349046,299.7562627729086,0.0775380427131855,3.737954118920114,83.60000000000001,0.31873720385144716
1306893669.52,4.9085768,4.4154823,1417.1916463999999,-60.1,10.8,1508711.5968352,-550931.2512256,-1.0,326.1708434545245,75897.89575350298,298.6795347206491,0.07707979823365989,3.6817031266921854,83.2,0.3187523613317621
1306893669.94,4.9090299,4.4150249,1418.1102816,-60.1,10.8,1508845.9144247998,-551087.9769524,-1.0,331.08651843419096,71045.967122275,300.67523219277706,0.07851470700464155,3.6231998346054985,86.89999999999999,0.31876859055310947
1306893670.36,4.9095039,4.4145918,1419.0617252,-60.1,10.8,1508985.0548492,-551235.3522852,-1.0,325.38090436528296,63010.29123117598,300.06528480050906,0.07612265152906189,3.597936384590274,88.49999999999999,0.31878596806842
1306893670.79,4.9100222,4.4141625,1420.0131688,-60.1,10.8,1509135.7438304,-551380.3326048,-1.0,328.27098788837486,58454.67048400333,300.36727539853945,0.07352985201003301,3.545995028745917,89.19999999999999,0.31880449387769383
1306893671.21,4.9105563,4.4137616,1420.9646124,-60.1,10.8,1509289.8448852,-551514.6501944,-1.0,328.92398047295933,50466.56441438214,298.92584651776826,0.07323791166913478,3.5431630508477845,89.19999999999999,0.3188241679809309
1306893671.63,4.9111181,4.4133788,1421.8832476,-60.1,10.8,1509450.7044704,-551641.7171276,-1.0,330.2165595618578,43606.69101677278,299.54016763418593,0.071782710549437,3.577590272471478,87.19999999999999,0.3188449138252004
1306893672.05,4.9116937,4.413023,1422.8346912,-60.1,10.8,1509614.54962,-551758.6462652,-1.0,324.5846462463079,39939.810721434056,298.4846196861484,0.07336817386234169,3.559480311312896,87.9,0.31886680796343314
1306893672.47,4.9123053,4.4126807,1423.7861348000001,-60.1,10.8,1509787.4170796,-551869.8995496,-1.0,331.9117456300542,39548.010303748335,298.5432833522513,0.07227255729339474,3.47949592734076,90.30000000000001,0.3188887021016659
1306893672.89,4.9129243,4.412368,1424.70477,-60.1,10.8,1509961.4000247999,-551970.2276367999,-1.0,324.6112807268882,41539.66967437392,298.391395838679,0.07589827653219132,3.3878399412046747,90.1,0.3189105962398986
1306893673.31,4.9135757,4.4120722,1425.6562136,-60.1,10.8,1510143.4866447998,-552063.6003432,-1.0,331.1611965076695,46479.570820865956,297.63866463901877,0.07417475328430323,3.363952142352069,90.5,0.3189325669310622
1306893673.73,4.9142223,4.4118094,1426.5748488,-60.1,10.8,1510323.3094852,-552145.0636004,-1.0,319.83721010640704,52801.26372604461,298.74653545422797,0.07153198679989808,3.468221832106815,90.50000000000001,0.3189544610692949
1306893674.15,4.9148934,4.4115669,1427.5262924,-60.1,10.8,1510509.0050292,-552218.5872248,-1.0,323.97004895433287,60457.707972378,298.7055677311605,0.07314095246667725,3.440647287127194,89.60000000000002,0.3189764317604585
1306893674.57,4.9155912,4.4113452,1428.4777359999998,-60.1,10.8,1510701.1310196,-552283.9415576,-1.0,329.5854190142165,68411.52141964906,300.72373835438566,0.0738170396605084,3.43769055593176,90.40000000000002,0.31899840245162214
1306893674.99,4.916296,4.411151,1429.4291796,-60.1,10.8,1510894.2740704,-552339.092478,-1.0,326.61843617479315,75783.4177321698,299.3818416656702,0.07719976887992201,3.513038106344533,90.20000000000002,0.31902037314278575
1306893675.41,4.9170008,4.4109853,1430.3478148000002,-60.1,10.8,1511086.6297196,-552383.9087524,-1.0,321.56730061382467,83253.59688136347,298.13986145881654,0.07764898143828149,3.5286818196127325,90.4,0.3190422672810185
1306893675.83,4.917717,4.4108448,1431.2992583999999,-60.1,10.8,1511281.21634,-552419.2433992,-1.0,322.38413122368837,90365.40694319128,297.7285040217857,0.07915548716057388,3.559033885528586,89.60000000000001,0.3190642379721821
1306893676.25,4.9184324,4.4107318,1432.2178936,-60.1,10.8,1511474.7859,-552444.6042924,-1.0,318.64301900365405,96830.77710682663,298.87617112075316,0.08070594026343438,3.4722960551579547,88.0,0.3190861321104148
1306893676.67,4.9191731,4.4106426,1433.1693372,-60.1,10.8,1511674.2937804,-552460.7132168,-1.0,327.0375582818968,103338.25235004321,296.12120721857843,0.07901758536506805,3.5582912192637863,85.60000000000001,0.3191080262486475
1306893677.09,4.9198988,4.4105823,1434.1207808,-60.0,10.7,1511869.0116343999,-552466.553112,-1.0,318.7413893356083,108995.05690976344,295.69364491002335,0.07524913011437477,3.6131191663662077,85.8,0.3191299969398111
1306893677.51,4.9206322,4.4105482,1435.0394159999998,-58.4,11.0,1512064.9433992,-552462.7473376001,-1.0,321.002738440342,113378.04494517646,295.734302070691,0.07684359807914212,3.6338044343021147,88.30000000000001,0.3191518910780438
