flight id:301
flight code:Su-25T
origin:RU
date:2011-06-01
from:krymsk
to:krasnodar center
motor(s):2
mass aircraft:11495.835648
mass fuel:11495.835648
lift coef:1.1776856990315037
drag coef:0.011020666513337473

timestamp,longitude,latitude,altitude,roll,pitch,yaw,u,v,heading,air_speed,engine_0,engine_1,temperature_in,humidity_in,heart_rate,oxygen_mask
1306893632.08,3.9456433,6.0868688,32.23,-1.0,10.0,-1.0,368379.5,11709.02,-1.0,69.37630241529608,4644031.871100844,4644031.871100844,20.58399373139016,7.455331064300699,93.2,27.09144300215588
1306893632.5,3.945259,6.0868743,32.24,-1.0,10.4,-1.0,368349.19,11707.41,-1.0,70.99554488114254,4331098.225332658,4331098.225332658,22.327137603663083,7.4423892972152945,92.30000000000001,27.116889196381603
1306893632.92,3.9448741,6.0868799,32.3,-1.0,10.8,-1.0,368318.88,11705.79,-1.0,70.99583228483264,4569347.27639733,4569347.27639733,21.450826817693095,7.7492332448968195,89.7,27.142381322365857
1306893633.34,3.9444746,6.0868856,32.53,-1.0,11.3,-1.0,368287.38,11704.1,-1.0,73.83224858279205,4611668.411211412,4611668.411211412,22.031390894765636,7.682042161835536,90.3,27.168049520091134
1306893633.76,3.9440704,6.0868913,32.99,-1.0,11.7,-1.0,368255.53,11702.4,-1.0,74.67171304423009,4771353.1508566355,4771353.1508566355,22.57871612996371,7.820347412679999,91.60000000000001,27.194069861298484
1306893634.18,3.9436637,6.0868971,33.74,-1.0,11.9,-1.0,368223.47,11700.67,-1.0,75.1855157210988,4906159.710544942,4906159.710544942,22.51363684140359,7.726681577325121,92.0,27.19534829524424
1306893635.02,3.9428258,6.0869085,36.26,-1.0,12.2,-1.0,368157.44,11697.08,-1.0,77.49770835925423,4986756.938535207,4986756.938535207,24.350816818734923,7.484300916320772,89.4,27.19850993128974
1306893635.86,3.941963,6.0869195,40.24,-1.0,12.3,-1.0,368089.47,11693.29,-1.0,79.8925748287948,5124188.390025081,5124188.390025081,25.70247684531609,7.439159128689278,87.8,27.204695408105138
1306893637.13,3.9406266,6.0869338,48.95,-1.0,12.3,-1.0,367984.16,11687.13,-1.0,82.04875438593746,5320197.175516037,5320197.175516037,26.948776889209732,7.493469568790843,88.10000000000001,27.217525679321234
1306893637.55,3.9401833,6.0869376,52.43,-1.0,12.1,-1.0,367949.25,11684.99,-1.0,82.3818411431118,5360769.623465242,5360769.623465242,25.634279192772873,7.588812180594973,89.30000000000001,27.233004681945907
1306893638.81,3.9388002,6.0869457,64.85,0.3,11.9,-1.0,367840.34,11677.87,-1.0,85.86136812175324,5477178.583006651,5477178.583006651,24.80781468625277,7.541462511831837,87.80000000000003,27.257976248000148
1306893640.07,3.9373895,6.0869472,79.47,0.3,11.7,-1.0,367729.31,11669.85,-1.0,87.7673911332461,5709693.381819277,5709693.381819277,25.523768231627923,7.6011721952413644,87.30000000000001,27.29413219725649
1306893640.91,3.9364312,6.0869438,90.28,0.8,11.7,271.4,367653.94,11663.92,-1.0,89.55857549275278,5842571.094351165,5842571.094351165,24.76012478942876,7.279824920494972,87.3,27.338517586582828
1306893641.33,3.9359449,6.0869407,95.99,0.9,11.7,271.4,367615.69,11660.76,-1.0,91.01448587967425,6116655.913404282,6116655.913404282,24.946603559637794,7.051713457381163,90.2,27.387098076521585
1306893641.75,3.935448,6.0869366,101.97,1.1,11.5,271.4,367576.63,11657.43,-1.0,93.03488999626688,6513408.41958162,6513408.41958162,25.277487603233126,7.176276668977859,89.30000000000001,27.439904288245124
1306893642.17,3.9349604,6.0869317,107.97,1.3,11.5,271.4,367538.28,11654.06,-1.0,91.37895188790708,7016592.222964438,7016592.222964438,25.972246223803147,7.436307481810533,89.10000000000001,27.496729528840046
1306893642.59,3.9344612,6.0869257,114.21,1.4,11.5,271.4,367499.06,11650.5,-1.0,93.53542379981529,7295445.041516465,7295445.041516465,23.9896312593341,7.632966878265489,91.5,27.556402538463843
1306893643.01,3.9339643,6.0869188,120.45,1.6,11.2,271.4,367460.0,11646.86,-1.0,93.17040647646579,7693801.757755963,7693801.757755963,25.051118718978987,7.5294935861761765,91.1,27.61780564432561
1306893643.43,3.9334575,6.0869109,126.78,1.9,11.1,271.7,367420.19,11643.04,-1.0,94.98934675667866,7891112.471099919,7891112.471099919,24.352972621965925,7.387679715143591,89.5,27.677386790432347
1306893643.85,3.932948,6.086902,133.06,2.1,10.9,271.8,367380.16,11639.11,-1.0,95.50291567020072,7926174.514274842,7926174.514274842,24.053243424250805,7.579914812980648,89.8,27.739111418603827
1306893644.27,3.9324317,6.0868922,139.28,2.3,10.8,271.8,367339.63,11635.02,-1.0,96.67873601512851,8044686.741599054,8044686.741599054,24.17385771768655,7.475797581072004,90.49999999999999,27.796089765060515
1306893644.69,3.9319147,6.0868816,145.34,2.6,10.8,271.8,367299.03,11630.85,-1.0,96.79820364845348,8276983.892970587,8276983.892970587,22.647637910990163,7.294145889207,91.60000000000001,27.84651518063357
1306893645.11,3.9313968,6.0868703,151.22,2.8,10.5,271.8,367258.34,11626.6,-1.0,96.95985191842288,8449246.959179139,8449246.959179139,23.916044550420228,7.460634574064624,91.4,27.89316653671406
1306893645.54,3.9308541,6.0868579,157.15,3.1,10.5,271.8,367215.75,11622.08,-1.0,99.09604566389353,8632115.331132839,8632115.331132839,23.66057019262252,7.445410777138726,91.0,27.939986309242492
1306893645.96,3.9303252,6.0868454,162.7,3.4,10.5,271.8,367174.22,11617.62,-1.0,98.86160824780889,8989529.190989114,8989529.190989114,25.065453756948656,7.3531929061882755,93.5,27.986476904168125
1306893646.38,3.9297912,6.0868323,168.07,3.7,10.5,272.4,367132.31,11613.09,-1.0,99.71224443518877,9031418.763472864,9031418.763472864,24.190275521270184,7.4043125240442285,93.8,28.032485215629194
1306893646.8,3.929252,6.086819,173.25,3.9,10.5,272.5,367090.0,11608.48,-1.0,100.6119765076568,9209784.807372503,9209784.807372503,26.628746952856776,7.347630842995623,91.10000000000001,28.077682066022895
1306893647.22,3.9287009,6.0868052,178.32,4.2,10.5,272.5,367046.72,11603.76,-1.0,102.88650704315029,9413991.315398538,9413991.315398538,25.101395729365176,7.338512099818207,91.4,28.121983247125257
1306893647.64,3.9281468,6.0867915,183.18,4.5,10.5,272.8,367003.25,11599.03,-1.0,103.27905358600394,9802872.73623383,9802872.73623383,26.322490893094102,7.654171280847117,90.80000000000001,28.165159100143633
1306893648.06,3.9275857,6.0867786,187.87,4.7,10.5,272.9,366959.19,11594.35,-1.0,104.61826092199007,10120977.827211834,10120977.827211834,26.9037308492838,7.399305859117871,92.4,28.20711776156096
1306893648.48,3.9270242,6.0867669,192.35,4.9,10.5,273.1,366915.09,11589.8,-1.0,104.63806440789338,10647093.986407112,10647093.986407112,27.95453028539427,7.161346879373223,93.9,28.247744401980906
1306893648.9,3.9264515,6.0867563,196.7,5.1,10.5,273.1,366870.13,11585.31,-1.0,106.6297635214017,11049775.803000718,11049775.803000718,29.127476341157205,7.30061774912675,93.2,28.28706198728274
1306893649.32,3.9258754,6.0867471,200.85,5.3,10.5,273.4,366824.84,11580.96,-1.0,107.343044632232,11377081.858742883,11377081.858742883,30.26491347967073,7.361635578283743,93.30000000000001,28.325055206880293
1306893649.74,3.9252919,6.0867392,204.85,5.4,10.5,273.6,366779.0,11576.7,-1.0,108.59888077250004,11722687.890330391,11722687.890330391,29.832554436174853,7.629871461523516,92.20000000000002,28.36157095491179
1306893650.16,3.9247105,6.0867328,208.62,5.4,10.5,273.8,366733.31,11572.63,-1.0,108.16977491326429,12009608.845806485,12009608.845806485,30.070581630335035,7.686491769085133,92.60000000000001,28.396724060773558
1306893650.58,3.9241088,6.0867278,212.37,5.4,10.5,273.9,366686.0,11568.59,-1.0,112.00002781927914,12188317.002969028,12188317.002969028,30.497537413040888,7.594143819058889,90.20000000000002,28.430637009155014
1306893651.0,3.9235094,6.0867244,216.02,5.4,10.5,274.1,366638.84,11564.75,-1.0,111.60022929142772,12666500.077358235,12666500.077358235,30.298643055303266,7.780487529107026,89.80000000000001,28.46337869769394
1306893651.21,3.923214,6.0867233,217.81,5.4,10.7,274.2,366615.63,11562.93,-1.0,109.8092277595223,13062206.536440894,13062206.536440894,30.563174930044188,7.9672265822714134,88.7,28.493609450099886
1306893651.42,3.9228983,6.0867227,219.74,5.3,10.8,274.3,366590.78,11561.03,-1.0,117.65620638424873,12905214.473160105,12905214.473160105,29.89843282639972,7.8556704781511595,90.7,28.521597201630946
1306893651.63,3.9226029,6.0867224,221.56,5.3,10.9,274.4,366567.53,11559.29,-1.0,109.9925106612983,14545488.074107578,14545488.074107578,31.54276404384193,8.085021725679864,89.2,28.54738788404564
1306893651.84,3.9222959,6.0867226,223.47,5.2,10.9,274.5,366543.38,11557.54,-1.0,114.29680290428875,14237234.60854151,14237234.60854151,31.422364242537796,8.266576420333243,88.70000000000002,28.571211156136627
1306893652.05,3.9219889,6.0867232,225.4,5.1,11.0,274.6,366519.19,11555.83,-1.0,114.48593186424168,14616851.03662174,14616851.03662174,29.0009982623815,8.1748663897727,88.9,28.593181847300237
1306893652.26,3.9216805,6.0867243,227.38,5.0,11.1,274.7,366494.94,11554.16,-1.0,114.78208851940529,15506380.66840829,15506380.66840829,26.125317233078242,8.074515182280754,90.60000000000002,28.61349133986367
1306893652.47,3.9213588,6.0867258,229.48,4.9,11.1,274.8,366469.59,11552.47,-1.0,120.04920056016668,15199885.850058347,15199885.850058347,28.06202964762095,7.950380332057535,90.10000000000002,28.632346326740304
1306893652.68,3.9210491,6.0867275,231.55,5.1,13.4,274.9,366445.22,11550.88,-1.0,115.37258305581499,15864792.022863863,15864792.022863863,25.516732735808226,7.84422560566546,88.60000000000001,28.649899913791927
1306893652.89,3.9207414,6.0867298,233.77,8.4,16.2,275.1,366420.97,11549.35,-1.0,114.85715538397343,16625549.080136368,16625549.080136368,25.35729815001962,7.8984273071739945,89.4,28.666282241001024
1306893653.1,3.9204272,6.086733,236.35,16.3,17.5,275.4,366396.22,11547.89,-1.0,117.3834648260279,16264624.527002597,16264624.527002597,24.239363213278335,7.8051531699031464,91.00000000000001,28.681845451849668
1306893653.31,3.9201083,6.0867382,239.29,25.2,18.2,276.0,366371.09,11546.63,-1.0,119.34663464410225,15923922.887441745,15923922.887441745,23.94707427841562,7.774910387690107,94.5,28.698289021403472
1306893653.52,3.9197924,6.0867464,242.5,33.4,18.8,276.9,366346.16,11545.71,-1.0,118.53562418929425,16468513.46361636,16468513.46361636,24.90377562132184,7.902725009016034,93.50000000000001,28.71571246847259
1306893653.73,3.9194768,6.0867583,245.96,37.5,19.3,277.9,366321.22,11545.21,-1.0,118.74257270677685,15002461.780234225,15002461.780234225,22.596911147260617,7.668818654291366,94.30000000000001,28.734391383608198
1306893653.94,3.9191721,6.086774,249.51,38.9,19.7,279.1,366297.13,11545.2,-1.0,114.84248432634124,15566868.851243103,15566868.851243103,23.933664844733933,7.841345755155379,94.90000000000002,28.754325766810297
1306893654.15,3.9188591,6.0867945,253.36,39.1,20.1,280.1,366272.31,11545.66,-1.0,118.57758352268466,14889989.024067543,14889989.024067543,26.076689831266364,7.83349790272939,94.60000000000001,28.775729966285365
1306893654.36,3.9185366,6.0868204,257.56,39.9,20.6,281.3,366246.72,11546.67,-1.0,122.60632865160507,14049290.488826374,14049290.488826374,26.220852350728794,7.932034562934739,94.10000000000001,28.798833640826047
1306893654.57,3.9182329,6.0868493,261.71,41.9,21.0,282.5,366222.59,11548.13,-1.0,115.90017492691182,15044072.52460794,15044072.52460794,24.89931949001322,8.006550393810603,93.10000000000001,28.823506650449843
1306893654.78,3.9179246,6.0868834,266.12,45.0,21.4,283.8,366198.06,11550.13,-1.0,118.23743089405136,13708734.57123218,13708734.57123218,26.979082301014728,8.078207493626262,91.30000000000001,28.849970998656318
1306893654.99,3.917612,6.0869231,270.78,47.7,21.6,285.0,366173.13,11552.74,-1.0,120.66153055976211,13461053.001805793,13461053.001805793,26.768345972315476,8.075424210190576,90.70000000000002,28.878303238376354
1306893655.2,3.9173055,6.0869676,275.5,49.6,21.9,286.4,366148.66,11555.92,-1.0,118.97537725765987,14286553.943370493,14286553.943370493,27.87728487763166,8.10628075343188,89.7,28.908273710817298
1306893655.41,3.917004,6.0870169,280.28,50.3,22.1,287.8,366124.53,11559.65,-1.0,117.90327631437764,13438562.169100573,13438562.169100573,29.024904046236244,7.886118247581931,88.4,28.9396527571865
1306893655.62,3.9167032,6.0870717,285.19,50.5,22.3,289.2,366100.41,11564.0,-1.0,118.54387956400873,12636098.369947193,12636098.369947193,29.124445422494706,7.776591566769881,88.5,28.972333203380728
1306893655.83,3.916392,6.0871345,290.42,50.7,22.5,290.6,366075.41,11569.18,-1.0,123.70457339371376,12906364.860552315,12906364.860552315,31.011191471938588,7.960974249021016,86.89999999999999,29.006368636451597
1306893656.04,3.9161076,6.0871976,295.34,51.4,22.7,292.1,366052.5,11574.55,-1.0,114.17468948267225,12424811.042377109,12424811.042377109,28.372578141578174,7.990958856679933,86.9,29.041452844675568
1306893656.25,3.915812,6.0872691,300.59,52.3,22.9,293.4,366028.66,11580.78,-1.0,119.75626302229861,10682907.469500497,10682907.469500497,27.746416370404383,8.101633636286085,89.0,29.077608793931912
1306893656.46,3.9155168,6.0873467,305.99,53.4,23.1,295.0,366004.81,11587.7,-1.0,120.89918446148205,11478982.522151003,11478982.522151003,29.649283875944775,8.09199313568507,87.80000000000001,29.114683378358855
1306893656.67,3.9152237,6.0874303,311.48,54.1,23.2,296.4,365981.06,11595.29,-1.0,121.5491285069277,11211800.468111232,11211800.468111232,30.036204281953864,8.146476646837744,87.7,29.152783772059642
1306893668.01,3.9096001,6.0970492,666.96,54.1,23.2,20.4,365460.19,12631.37,-1.0,104.68288505126212,10325732.919258077,10325732.919258077,30.601746578244107,8.02788286897608,88.2,29.459638540213625
1306893668.43,3.909859,6.0974431,681.99,54.1,23.2,23.5,365477.34,12676.62,-1.0,116.746185682151,10188211.66623466,10188211.66623466,30.42421792889441,8.110358390679522,89.9,29.77443184730024
1306893668.85,3.9101498,6.0978268,697.12,54.1,23.2,26.6,365497.09,12720.92,-1.0,117.05489549079893,13285716.771899205,13285716.771899205,29.493073659639787,8.080147040994488,90.0,30.097194314491837
1306893669.27,3.9104658,6.0981931,712.07,57.4,23.2,29.6,365518.97,12763.43,-1.0,115.34827455120335,14589723.36986341,14589723.36986341,29.28302750843482,8.212679793060493,88.7,30.42774221475431
1306893669.69,3.9108163,6.0985535,727.35,57.3,27.4,32.6,365543.63,12805.49,-1.0,117.73960352204965,15386784.001487073,15386784.001487073,28.823187581678873,8.326223513505076,88.4,30.766228653949412
1306893670.11,3.9111924,6.0988984,742.57,57.2,27.4,35.6,365570.41,12845.97,-1.0,117.21729042576524,17667169.805831634,17667169.805831634,26.99621260874098,8.127044715594767,89.30000000000001,31.11236273093979
1306893670.53,3.9115949,6.0992295,757.84,57.2,27.4,38.6,365599.38,12885.08,-1.0,117.58809697592608,16035244.419746287,16035244.419746287,28.679628750950496,8.111352003386006,87.9,31.466420036276624
1306893670.95,3.9120298,6.0995516,773.38,57.0,25.9,41.3,365630.97,12923.37,-1.0,120.02001712561878,13908619.628159504,13908619.628159504,29.490835446324027,8.058359410867062,84.60000000000001,31.82835463820138
1306893671.37,3.912476,6.0998539,788.38,56.7,22.2,43.5,365663.59,12959.52,-1.0,117.52185924202233,12975977.141915062,12975977.141915062,27.746767302289168,8.143637315556362,85.7,32.19763832149096
1306893671.79,3.9129471,6.1001547,803.07,56.3,16.9,44.7,365698.22,12995.66,-1.0,120.43119114974353,12514687.481827151,12514687.481827151,27.218054904332664,8.172728058200494,87.2,32.57396487442185
1306893672.21,3.9134177,6.1004486,816.32,55.8,12.4,44.7,365732.84,13031.03,-1.0,118.20766643973897,12093167.225129122,12093167.225129122,25.005349324266554,8.38354153200792,88.3,32.688304331989656
1306893672.63,3.9139061,6.1007544,828.34,55.5,9.6,44.9,365768.78,13067.82,-1.0,121.93928546497239,11109465.162104838,11109465.162104838,23.547278455838462,8.255827343630305,87.6,32.80033954633787
1306893673.05,3.9143879,6.1010592,838.39,55.5,7.9,44.7,365804.19,13104.46,-1.0,119.8050655771202,9788548.879966047,9788548.879966047,24.03583672584137,8.290477198150356,87.89999999999999,32.90848587179718
1306893673.47,3.9148724,6.1013684,846.74,55.5,7.0,44.7,365839.81,13141.6,-1.0,120.245581118188,8495994.51439473,8495994.51439473,24.59062785590888,8.321006920246553,87.7,33.011579703818185
1306893673.89,3.9153759,6.1016895,853.7,55.6,7.0,44.9,365876.78,13180.18,-1.0,124.39799523545558,7200453.853147713,7200453.853147713,22.88140990968754,8.26976074751405,86.8,33.10830433198966
1306893674.31,3.9158712,6.1020016,859.06,56.0,6.9,45.5,365913.22,13217.71,-1.0,121.29544322599234,6205193.406017858,6205193.406017858,23.258040158257558,8.230318958650075,87.9,33.19748084117601
1306893674.73,3.9163977,6.1023249,863.42,56.5,7.2,46.5,365952.0,13256.66,-1.0,127.37865216418619,5910825.369785385,5910825.369785385,21.592432418888105,8.060431894209001,89.6,33.27830542560295
1306893675.15,3.9169148,6.1026304,866.65,56.9,7.5,47.7,365990.19,13293.58,-1.0,122.82854370018407,5476485.34121418,5476485.34121418,20.02273854587464,8.13971086193622,92.10000000000002,33.34970634423813
1306893675.57,3.9174731,6.1029435,869.25,57.5,8.0,49.3,366031.56,13331.6,-1.0,130.07730561545407,5486389.078359659,5486389.078359659,21.026780663102326,8.05132644464401,90.9,33.411614699443724
1306893675.99,3.9180385,6.1032409,871.18,58.0,8.4,51.1,366073.63,13367.9,-1.0,128.5812402467413,5281320.191326367,5281320.191326367,21.564464547535742,7.775778510742811,89.19999999999999,33.46375490066857
1306893676.41,3.9186222,6.1035258,872.65,58.5,8.7,53.3,366117.22,13402.91,-1.0,129.42140378960917,5617517.750487908,5617517.750487908,20.964751606432348,7.693026210415763,88.0,33.50687716663533
1306893676.83,3.919217,6.1037923,873.77,59.0,9.1,55.6,366161.84,13435.96,-1.0,128.56390444587618,6039665.26886707,6039665.26886707,21.95912515162407,7.8245277936336555,86.30000000000001,33.54165516313576
1306893677.25,3.9198505,6.1040499,874.67,59.3,9.5,58.1,366209.56,13468.24,-1.0,133.60234721937317,6791694.582457927,6791694.582457927,21.112625656889914,7.565804824178031,88.10000000000002,33.56942856646035
1306893677.68,3.9204959,6.1042849,875.37,59.3,9.7,60.8,366258.44,13498.06,-1.0,129.68165581966542,7352548.0967033645,7352548.0967033645,21.237164085232433,7.358234770637265,87.5,33.59134567057233
1306893678.1,3.9211647,6.1045002,875.95,59.7,9.9,63.5,366309.28,13525.85,-1.0,134.5801368833063,8028570.272002248,8028570.272002248,21.965071863047037,7.073424812459464,89.10000000000001,33.608378697693944
1306893678.52,3.9218304,6.1046871,876.43,59.8,10.1,66.3,366360.13,13550.46,-1.0,131.25460074990016,8469117.751230987,8469117.751230987,23.660018744768955,7.20470706012504,88.4,33.621675941788425
1306893678.94,3.9225236,6.104854,876.86,59.9,10.2,69.2,366413.28,13573.0,-1.0,134.33507613058322,8537186.502033336,8537186.502033336,23.848493916704697,7.108861045866618,85.3,33.63196465569919
1306893679.36,3.9232268,6.1049954,877.25,59.9,10.3,72.0,366467.47,13592.79,-1.0,134.37801817123602,8945061.432661362,8945061.432661362,24.297453797886018,7.054111151691318,83.80000000000001,33.64007926637286
1306893679.78,3.9239399,6.1051114,877.61,60.0,10.4,75.0,366522.63,13609.79,-1.0,134.59869946663028,8963462.929536855,8963462.929536855,22.963374057947863,7.173415705944457,82.80000000000001,33.64647909139473
1306893680.0,3.9243071,6.1051606,877.79,60.0,10.4,76.5,366551.09,13617.38,-1.0,131.17305532807646,9292001.459465891,9292001.459465891,21.652304586090125,7.166364046376113,85.7,33.65153924012614
1306893680.42,3.9250434,6.1052384,878.15,60.0,10.4,79.4,366608.38,13630.28,-1.0,137.23087175596956,10422154.303960364,10422154.303960364,22.082280121301714,7.074727224081371,85.6,33.65574965132474
1306893680.84,3.925783,6.105289,878.5,60.0,10.4,82.4,366666.16,13640.19,-1.0,137.1610432291321,11346991.09724908,11346991.09724908,21.056367651641384,6.858676837675536,86.0,33.65937060495554
1306893681.26,3.9265193,6.1053128,878.84,60.0,10.4,85.3,366723.88,13647.09,-1.0,136.16189648355277,12343074.416059624,12343074.416059624,22.22633313294451,6.907471492512905,86.60000000000001,33.66256286217338
1306893681.68,3.9272617,6.1053104,879.2,60.0,10.2,88.2,366782.31,13651.12,-1.0,137.38124913023788,13933222.00588982,13933222.00588982,20.86162958835412,6.87155661725493,86.60000000000001,33.66549483942622
1306893682.11,3.9280338,6.1052802,879.57,60.0,10.1,91.1,366843.28,13652.23,-1.0,139.92919472421517,14457384.405051483,14457384.405051483,20.153579092040406,7.011749974417231,85.7,33.668266055524214
1306893682.53,3.9287966,6.1052229,879.94,60.1,10.0,94.0,366903.78,13650.27,-1.0,142.42592498754678,15125088.076434763,15125088.076434763,18.123694960438456,6.95844749638215,84.4,33.67095306339823
1306893682.96,3.9295702,6.1051367,880.33,60.1,10.0,97.0,366965.34,13645.18,-1.0,142.1453364138354,15908303.823644102,15908303.823644102,18.771651273103753,6.876999196471495,87.9,33.673609450099896
1306893683.38,3.9303401,6.105023,880.72,60.1,9.7,99.9,367026.84,13637.0,-1.0,146.40389205746098,16661882.778112657,16661882.778112657,18.720393903579588,7.037346753010173,87.70000000000002,33.676265836801555
1306893683.8,3.9310866,6.1048856,881.11,60.1,9.6,102.8,367086.69,13626.06,-1.0,143.7396208755808,17011370.110091396,17011370.110091396,20.999819716012308,6.692010115435093,89.00000000000001,33.67894518938248
1306893684.22,3.9318478,6.1047176,881.51,60.1,9.6,105.6,367147.94,13611.8,-1.0,148.80192645898603,18705975.248504438,18705975.248504438,21.413067889122022,6.7156201886497735,88.6,33.68179295841135
1306893684.64,3.9326002,6.104523,881.91,60.1,9.3,108.4,367208.72,13594.55,-1.0,149.6909059806915,19695790.61567608,19695790.61567608,22.959722002133418,6.719969193247122,88.20000000000002,33.684671348612575
1306893685.06,3.9333439,6.104302,882.33,60.1,9.3,111.2,367269.03,13574.3,-1.0,150.92771915837122,20801984.345371604,20801984.345371604,24.394447857818633,6.6892685444738476,88.0,33.687603325865425
1306893685.48,3.9340703,6.1040573,882.74,60.1,9.0,113.9,367328.19,13551.33,-1.0,150.74615958745645,22228917.920932513,22228917.920932513,24.612651384254878,6.699073237757356,85.89999999999999,33.690588890169884
1306893685.9,3.9348003,6.1037814,883.16,60.1,8.9,116.7,367387.88,13524.9,-1.0,155.26171328290383,23547302.19920003,23547302.19920003,25.999731960491324,6.783805027972708,86.8,33.69362038623288
1306893686.32,3.9354997,6.1034872,883.58,60.1,8.7,119.4,367445.31,13496.27,-1.0,152.81008650738542,24286125.337455146,24286125.337455146,26.19590298502282,6.73496203370849,88.4,33.696690158761314
1306893686.74,3.9361975,6.1031627,884.01,60.1,8.6,122.1,367502.84,13464.27,-1.0,156.9470127065248,25466284.333335537,25466284.333335537,27.46012472134536,6.927821731187557,90.0,33.69980586304828
1306893687.16,3.9368945,6.1028054,884.45,60.1,8.4,124.8,367560.63,13428.62,-1.0,162.0604709518802,26354442.45937096,26354442.45937096,27.21818227218375,7.261305290834678,89.40000000000002,33.70295984380068
1306893687.58,3.9375552,6.1024335,884.88,60.1,8.3,127.5,367615.63,13391.14,-1.0,159.04430966249384,26485766.41648516,26485766.41648516,26.56921509595997,7.186672590938619,90.60000000000001,33.70614444572544
1306893688.0,3.9381917,6.1020419,885.32,60.1,8.3,130.1,367668.91,13351.33,-1.0,159.1106693817541,27461602.620184727,27461602.620184727,25.29777362560961,7.456156627591162,91.4,33.70936732411564
1306893688.42,3.9388236,6.1016174,885.77,60.1,8.0,132.7,367722.09,13307.83,-1.0,164.51120518265003,28007557.83593579,28007557.83593579,26.488895176760586,7.361089404812394,90.10000000000001,33.71262847897128
1306893688.84,3.9394354,6.1011687,886.22,60.1,7.9,135.3,367773.91,13261.54,-1.0,166.5395167079439,28432323.795994114,28432323.795994114,26.57214221572687,7.568639823587614,90.9,33.71592791029237
1306893689.26,3.9400143,6.1007056,886.67,60.1,7.9,137.9,367823.25,13213.44,-1.0,165.33408804890905,29330671.555015095,29330671.555015095,25.3891153813542,7.561694126233683,90.7,33.71925030749272
1306893689.68,3.9405793,6.1002135,887.15,44.8,6.5,140.3,367871.72,13162.06,-1.0,169.61096380074724,30318810.153521776,30318810.153521776,23.727549435091532,7.507534047230485,91.20000000000002,33.72262629174469
1306893690.1,3.9411145,6.0997194,887.88,3.2,4.4,141.2,367917.88,13110.27,-1.0,166.72711024733468,31035019.274820413,31035019.274820413,22.54917214744941,7.708513485539673,93.4,33.72623959008239
1306893690.52,3.9416629,6.0992093,888.94,-21.2,4.5,140.8,367965.19,13056.79,-1.0,171.5762818860993,31811437.698603958,31811437.698603958,24.537216110678685,7.9359622691143805,91.00000000000001,33.73034282717776
1306893690.94,3.9422231,6.0986979,890.14,-24.5,4.3,140.2,368013.47,13003.23,-1.0,173.2257527960941,31891311.285171486,31891311.285171486,25.5823925145762,7.6533950233048,92.2,33.73503552184093
