flight id:101
flight code:MiG-29A
origin:RU
date:2011-06-01
from:kutaisi
to:batumi
motor(s):2
mass aircraft:10922.041768
mass fuel:10922.041768
lift coef:1.604765498192893
drag coef:0.011066253455886965

timestamp,longitude,latitude,altitude,roll,pitch,yaw,u,v,heading,air_speed,engine_0,engine_1,temperature_in,humidity_in,pressure_in,heart_rate
1306893636.11,3.0083541,5.5704483,25.3,-1.0,10.5,-1.0,298164.03,-50666.98,-1.0,89.69845014000383,5115259.164674375,5115259.164674375,26.68387738761826,6.6821965653319255,24971.28032988328,92.5
1306893640.73,3.0041807,5.5672813,57.59,-1.0,10.8,-1.0,297854.25,-51039.15,-1.0,101.69215494075546,5408616.327147197,5408616.327147197,27.252801795686807,6.733259820315215,25135.46233296879,91.60000000000001
1306893641.57,3.0032986,5.5666018,69.15,0.4,10.7,-1.0,297788.84,-51118.94,-1.0,120.24660637288103,5682221.050023141,5682221.050023141,28.785610717774276,6.684760039085331,25055.4974997786,89.89999999999999
1306893641.99,3.002843,5.5662483,75.69,0.5,10.7,-1.0,297755.06,-51160.44,-1.0,125.00416883473669,6839893.162604545,6839893.162604545,27.149967878069955,6.682483906960461,24991.422517723688,90.4
1306893642.41,3.0023762,5.5658825,82.78,0.6,10.7,-1.0,297720.5,-51203.34,-1.0,128.89340506480391,8604122.407874726,8604122.407874726,27.94885784465864,6.765429393257531,24662.545425284665,88.19999999999999
1306893643.25,3.0014249,5.5651261,98.22,0.9,10.7,-1.0,297650.13,-51292.01,-1.0,132.6514928383893,10834653.215679163,10834653.215679163,27.298664144884565,7.083545448234026,24842.243139110207,87.7
1306893643.67,3.0009289,5.5647285,106.63,1.1,10.3,-1.0,297613.44,-51338.59,-1.0,139.22992188923695,13693300.243728282,13693300.243728282,27.390642265655536,7.284267904566473,24905.449311266195,86.4
1306893644.09,3.0004289,5.5643261,115.15,1.4,10.1,-1.0,297576.47,-51385.73,-1.0,140.71017278069925,16556047.361220397,16556047.361220397,26.482984686519004,7.6141945127665105,25064.70667204967,83.9
1306893644.51,2.9999151,5.563911,123.82,1.7,9.8,-1.0,297538.5,-51434.35,-1.0,144.95732360004178,18574109.393013716,18574109.393013716,27.265442247864584,7.728405962812733,25760.01210084195,84.60000000000001
1306893644.93,2.9993971,5.5634909,132.35,2.0,9.6,223.9,297500.25,-51483.55,-1.0,146.39201468585958,20343256.485880934,20343256.485880934,28.489416617848008,7.813988348165132,25538.73681626944,83.50000000000001
1306893645.35,2.9988622,5.5630555,140.89,2.4,9.4,223.9,297460.72,-51534.52,-1.0,151.54295833376128,21650233.49187014,21650233.49187014,29.59297040340708,7.645038638931712,25715.097530554034,85.30000000000001
1306893645.77,2.9983199,5.562613,149.2,2.8,9.4,224.0,297420.66,-51586.32,-1.0,153.7840721324096,22657582.57220925,22657582.57220925,28.286166548919248,7.633776280478866,25973.467974230964,85.0
1306893646.19,2.9977603,5.562156,157.42,3.2,9.4,224.0,297379.34,-51639.8,-1.0,158.71605213906656,23838900.081569538,23838900.081569538,29.094381203746273,8.011346796554223,26783.39714303668,86.80000000000001
1306893646.61,2.9971898,5.5616918,165.41,3.6,9.4,224.0,297337.19,-51694.15,-1.0,161.47909676803025,25390790.9674546,25390790.9674546,29.74317201480126,7.838183083446123,26759.17235952457,87.10000000000002
1306893647.03,2.9966083,5.5612203,173.19,3.9,9.4,224.2,297294.22,-51749.37,-1.0,164.23790389512308,27052270.10294136,27052270.10294136,29.208578672113532,7.877214074815194,27382.201112138482,89.40000000000002
1306893647.46,2.9960012,5.56073,180.99,4.3,9.2,224.3,297249.34,-51806.79,-1.0,167.0718928842833,28560904.718643647,28560904.718643647,28.39928819526306,7.518030706948394,27355.508155275886,92.30000000000001
1306893647.88,2.9953868,5.5602362,188.75,4.5,9.4,224.4,297203.94,-51864.63,-1.0,172.66400025336975,30254792.88796095,30254792.88796095,30.00496882119886,7.471257335121308,27071.238989040787,91.10000000000002
1306893648.3,2.9947611,5.5597358,196.7,4.5,9.6,224.5,297157.66,-51923.27,-1.0,175.49229020335736,32019476.460054483,32019476.460054483,30.274444068390764,7.479578975510551,26402.214811615606,93.50000000000001
1306893648.72,2.9941217,5.5592267,205.1,2.7,12.4,224.6,297110.34,-51982.93,-1.0,179.03283774229374,33739119.70612749,33739119.70612749,27.583429935768162,7.350240044400167,25846.603196189848,94.0
1306893649.14,2.9934823,5.5587181,214.77,-17.4,13.2,224.4,297063.0,-52042.55,-1.0,179.3518175516642,35455353.24207846,35455353.24207846,26.898259438734602,7.240753772717133,26049.421832326818,93.3
1306893649.56,2.9928368,5.5581919,226.09,-35.6,14.7,223.2,297015.31,-52104.14,-1.0,184.04280296596215,37102599.41343448,37102599.41343448,27.5963139647564,7.22725360537088,25861.21526841853,92.10000000000001
1306893649.98,2.9922174,5.5576606,238.43,-39.5,14.7,221.6,296969.75,-52166.17,-1.0,182.1967416711724,38649190.75074476,38649190.75074476,26.787588005324697,7.3125976534798625,25840.97797665197,92.80000000000001
1306893650.4,2.9916123,5.5571124,251.61,-44.5,15.4,220.1,296925.41,-52230.02,-1.0,184.3135441599178,39593749.20711798,39593749.20711798,25.718542479583533,7.191396219787853,25312.02923334631,91.5
1306893650.82,2.9910385,5.556559,265.23,-51.1,16.5,218.1,296883.63,-52294.29,-1.0,181.93703620593175,40477401.01442557,40477401.01442557,25.416653931089233,7.387152469612031,25174.280818349394,89.1
1306893656.92,2.9840568,5.5468816,406.99,-51.1,5.5,202.3,296394.84,-53403.25,-1.0,196.46354583326388,41194612.01115531,41194612.01115531,24.805309860732844,7.4605886536269175,25014.400710631286,88.60000000000001
1306893657.13,2.9838476,5.5464768,409.28,-51.1,5.4,201.6,296381.0,-53449.24,-1.0,225.36728340735493,43058566.80303583,43058566.80303583,24.866514245970215,7.550799156422009,24578.68160459651,88.30000000000001
1306893657.34,2.9836451,5.546071,411.44,-51.1,5.3,200.9,296367.66,-53495.3,-1.0,224.98593763869462,61877834.30861059,61877834.30861059,24.27860574691811,7.523922039774156,24950.44141749903,89.39999999999999
1306893657.55,2.9834474,5.54566,413.5,-51.1,5.2,200.3,296354.75,-53541.91,-1.0,226.92674543195156,84697161.71681157,84697161.71681157,22.87469487993226,7.250642646798092,25261.755913959692,86.10000000000001
1306893657.76,2.9832609,5.545257,415.41,-51.1,5.1,199.5,296342.69,-53587.59,-1.0,221.57247377897164,112033013.37317021,112033013.37317021,23.699674475897346,7.272486259758351,25598.023091326093,85.80000000000001
1306893657.97,2.9830724,5.5448327,417.31,-51.1,5.1,198.8,296330.59,-53635.64,-1.0,232.54096237028236,139367435.16820684,139367435.16820684,23.557109277999096,7.539388690707144,25573.6894405128,87.70000000000002
1306893658.18,2.9829011,5.5444301,419.01,-51.1,5.0,198.1,296319.72,-53681.19,-1.0,219.560916044324,156907539.19214088,156907539.19214088,23.379976738279066,7.719689442455012,25827.461389914508,87.50000000000001
1306893658.39,2.9827262,5.5440003,420.72,-51.1,4.9,197.4,296308.75,-53729.79,-1.0,233.8135520828322,152324134.83503738,152324134.83503738,25.00576766920767,7.655281311583861,25556.16162008509,86.60000000000001
1306893658.6,2.9825652,5.5435845,422.29,-51.1,4.9,196.6,296298.78,-53776.76,-1.0,225.20051089343136,149808350.02744547,149808350.02744547,23.926546609793157,7.69307984765093,26076.10551493249,87.5
1306893658.81,2.9824115,5.5431672,423.78,-51.1,4.8,195.8,296289.41,-53823.86,-1.0,225.22491103101612,141677919.86228368,141677919.86228368,23.952976323242467,7.684242120543688,25900.24848696339,89.8
1306893659.02,2.9822653,5.5427484,425.19,-51.1,4.8,195.0,296280.63,-53871.1,-1.0,225.34355238946446,128647566.0789728,128647566.0789728,22.627928694055317,7.554742297193404,26040.972510296902,91.0
1306893659.23,2.9821234,5.542318,426.57,-51.1,4.7,194.3,296272.28,-53919.6,-1.0,230.88993339025103,129383892.53905606,129383892.53905606,22.35958793541502,7.604890602573719,25906.658813995702,91.0
1306893659.44,2.9819963,5.5419083,427.81,-51.1,4.7,193.4,296264.97,-53965.73,-1.0,218.94165470304765,131401632.32584085,131401632.32584085,20.20904167123365,7.615874928245111,25364.44268591926,93.1
1306893659.65,2.981872,5.5414811,429.04,-51.1,4.6,192.7,296257.97,-54013.78,-1.0,227.7627023108013,126397945.76980649,126397945.76980649,21.570271906814554,7.811877566116401,25730.04181681296,93.19999999999999
1306893659.86,2.9817569,5.5410567,430.2,-51.1,4.6,191.8,296251.72,-54061.48,-1.0,225.6249896298208,125852214.22003807,125852214.22003807,21.964486348783417,7.961716207735748,25547.21734123316,92.5
1306893660.07,2.9816467,5.5406189,431.34,-51.1,4.6,191.1,296245.94,-54110.66,-1.0,232.34848787833516,129075220.98898003,129075220.98898003,21.15343536667902,7.840711086588476,25087.01112219355,93.50000000000001
1306893660.28,2.981547,5.540188,432.41,-60.1,4.5,190.2,296240.94,-54159.01,-1.0,228.0168232187575,127816941.83215837,127816941.83215837,20.641663319677175,7.7135789529859515,25041.74544703818,95.0
1306893660.49,2.9814569,5.5397622,433.41,-60.1,4.5,189.4,296236.69,-54206.75,-1.0,224.78899614774747,133410182.9268261,133410182.9268261,19.653130328521236,7.6787221661489085,24963.51454647719,95.50000000000001
1306893660.7,2.9813732,5.5393251,434.4,-60.1,4.5,188.5,296233.0,-54255.71,-1.0,230.3706872225163,135833665.3453603,135833665.3453603,21.80486983494284,7.552798941297464,25087.254157364623,94.20000000000002
1306893660.91,2.9813004,5.5389015,435.31,-60.1,4.4,187.7,296230.09,-54303.12,-1.0,222.76061493612036,138030031.81471515,138030031.81471515,22.651253304939857,7.707352123685643,25436.0785535669,93.80000000000003
1306893661.12,2.9812356,5.538475,436.18,-60.1,4.4,186.8,296227.84,-54350.8,-1.0,223.88471481055325,134637932.81388324,134637932.81388324,24.417351308504742,7.946987803291708,24794.520409116398,93.10000000000002
1306893661.33,2.9811773,5.5380334,437.05,-60.1,4.4,186.0,296226.22,-54400.15,-1.0,231.72445197073037,132256302.3123104,132256302.3123104,24.515388642320207,7.814251291763858,24911.086990760312,91.10000000000001
1306893661.54,2.9811293,5.5376035,437.86,-60.1,4.4,185.1,296225.31,-54448.14,-1.0,225.17407844924296,131284506.69370803,131284506.69370803,27.096408678552468,7.848051507367596,24860.47573811379,89.2
1306893661.75,2.9810888,5.5371606,438.66,-60.1,4.3,184.3,296225.09,-54497.54,-1.0,231.86446528147255,129896734.39800377,129896734.39800377,25.727238569302678,7.671224771709341,24357.172163950647,90.6
1306893661.96,2.9810584,5.5367338,439.4,-60.1,4.3,183.4,296225.59,-54545.09,-1.0,223.07975073318678,131351039.50369671,131351039.50369671,24.74732440032266,7.719938565787047,24535.51904118526,91.6
1306893662.17,2.9810363,5.5363024,440.12,-60.1,4.3,182.6,296226.75,-54593.12,-1.0,225.43488373227777,135213202.50671792,135213202.50671792,26.957387419519605,7.806997704698762,24864.382654454057,91.7
1306893662.38,2.9810227,5.5358563,440.84,-60.1,4.3,181.7,296228.72,-54642.74,-1.0,233.14496278965208,134523063.6175141,134523063.6175141,25.897445158181338,7.921773386565581,24772.021524438005,88.7
1306893662.59,2.9810182,5.5354266,441.5,-60.1,4.3,180.8,296231.28,-54690.5,-1.0,224.44406635972132,135090661.49257103,135090661.49257103,28.03325416160191,8.126899240743878,25358.513090318684,86.10000000000001
1306893662.8,2.9810226,5.5349968,442.14,-60.1,4.3,179.9,296234.53,-54738.22,-1.0,224.47212822014455,134105129.10817978,134105129.10817978,27.89165428487911,8.093003498612429,24839.49555869013,87.30000000000001
1306893663.01,2.981036,5.5345566,442.78,-60.1,4.2,179.1,296238.59,-54787.05,-1.0,230.05482002396406,130193081.62463985,130193081.62463985,25.619935760731778,7.747521168703101,24094.89381051423,84.10000000000001
1306893663.22,2.9810588,5.5341124,443.4,-60.1,4.2,178.1,296243.41,-54836.29,-1.0,232.34593800418858,131684945.48343176,131684945.48343176,24.542679221289013,7.565864115666658,24306.30713963404,82.90000000000002
1306893663.43,2.9810903,5.5336766,443.99,-60.1,4.2,177.3,296248.88,-54884.54,-1.0,228.0050205971575,133592356.47082809,133592356.47082809,23.88357142631885,7.551746091846522,24242.631968800775,83.8
1306893663.64,2.9811313,5.5332371,444.56,-60.1,4.2,176.4,296255.13,-54933.17,-1.0,230.2699195862451,131092309.45731896,131092309.45731896,21.66588646466056,7.63311134801971,24285.558218232585,85.0
1306893663.85,2.9811796,5.5328125,445.1,-60.1,4.3,175.5,296261.84,-54980.11,-1.0,222.61241196183377,136453309.08680066,136453309.08680066,23.99199683097177,7.58772232686586,24908.05926906877,85.30000000000001
1306893664.06,2.9812385,5.5323802,445.67,-59.7,5.8,174.4,296269.47,-55027.84,-1.0,227.01682692230804,132633141.07688668,132633141.07688668,26.33149130342036,7.281618663996301,24858.7506838752,87.10000000000001
1306893664.27,2.9813113,5.5319432,446.42,-58.5,8.4,172.9,296278.22,-55076.02,-1.0,230.07523459193015,127336794.14365871,127336794.14365871,24.103836790083857,7.133207121875065,24285.536573652495,86.9
1306893664.48,2.9814017,5.5315157,447.66,-56.7,12.3,170.6,296288.28,-55123.07,-1.0,226.111957270621,127053784.69140087,127053784.69140087,24.402670658512296,6.81733554198195,24855.520773366687,90.80000000000001
1306893664.69,2.981517,5.5310904,449.78,-55.1,16.3,167.9,296300.34,-55169.76,-1.0,226.8603543378954,121657653.83191156,121657653.83191156,23.87720765909385,6.458544504796423,24173.555827077278,93.20000000000002
1306893664.9,2.9816625,5.5306719,453.2,-53.7,20.0,164.5,296314.75,-55215.54,-1.0,226.24566679790544,117422090.52039889,117422090.52039889,23.388045413218215,6.552504650053723,23863.285927724668,93.30000000000001
1306893665.11,2.9818302,5.5302834,457.85,-52.8,22.6,161.2,296330.72,-55257.88,-1.0,213.87418683528247,115326684.74911936,115326684.74911936,25.01033448383609,6.728983448144178,24219.501278971777,94.7
1306893665.32,2.9820353,5.52989,464.26,-52.0,24.7,157.6,296349.69,-55300.59,-1.0,222.02567268132108,104831466.97546275,104831466.97546275,26.725428021452746,6.728770091890085,23937.612638466726,95.39999999999999
1306893665.53,2.9822538,5.5295327,471.69,-51.2,27.3,154.5,296369.47,-55339.22,-1.0,207.2275597606416,93085672.32347357,93085672.32347357,27.945574566641643,6.950715187490708,24000.609255489977,97.10000000000001
1306893665.74,2.9824933,5.5291923,480.39,-50.5,29.4,151.1,296390.81,-55375.87,-1.0,203.87267856569468,76994395.35520752,76994395.35520752,28.590077255441546,6.672187327565673,24049.420999315087,95.7
1306893665.95,2.9827492,5.5288706,490.22,-49.8,31.2,148.1,296413.34,-55410.36,-1.0,203.7057706809149,55188844.63630524,55188844.63630524,27.97422966332807,6.697185005529487,23316.111141563648,95.5
1306893666.16,2.9830257,5.5285611,501.37,-49.3,33.2,144.9,296437.41,-55443.39,-1.0,203.56219520161596,38404695.32945254,38404695.32945254,27.342517701164457,7.026197284894591,23572.967527472647,95.2
1306893666.37,2.9833084,5.5282767,513.28,-48.9,35.0,142.0,296461.81,-55473.62,-1.0,195.1348105822152,25658052.82594081,25658052.82594081,27.481890271494763,7.20867478135043,24105.962959355653,92.7
1306893666.58,2.9835974,5.5280139,525.94,-48.7,36.9,138.9,296486.56,-55501.41,-1.0,188.6367599043405,14525218.076040167,14525218.076040167,27.415723306740457,7.189990205313113,23326.597311438796,92.5
1306893666.79,2.9838989,5.5277646,539.64,-49.1,38.6,136.2,296512.22,-55527.64,-1.0,187.78735276328842,10508160.54239543,10508160.54239543,25.363543550015947,7.482093693519457,23937.502383005907,90.7
1306893667.0,2.9842019,5.5275369,553.84,-50.7,40.3,133.1,296537.84,-55551.46,-1.0,180.87368995565,9783579.862608688,9783579.862608688,24.584305766667764,7.422157097400006,24463.23457479878,90.70000000000002
1306893667.21,2.9845244,5.5273165,569.38,-52.6,41.7,130.3,296564.97,-55574.37,-1.0,185.47833997646424,14488653.187107382,14488653.187107382,23.028819646025664,7.382784991037314,24961.77663108304,92.9
1306893667.42,2.9848333,5.5271255,584.57,-54.9,43.2,127.1,296590.81,-55594.08,-1.0,171.54432705746166,15327458.692658847,15327458.692658847,21.978110085247877,7.567251885522435,25660.674004367793,91.30000000000001
1306893667.63,2.985147,5.5269496,600.24,-56.6,44.3,124.1,296616.94,-55612.1,-1.0,169.1006507052816,18743950.121688303,18743950.121688303,21.702084659372407,7.544684470181208,26420.312168954406,91.00000000000001
1306893667.84,2.9854697,5.5267867,616.57,-58.3,45.5,120.9,296643.69,-55628.63,-1.0,169.07702248234193,21581355.957236078,21581355.957236078,20.8637348448541,7.675766376255447,26727.584836279806,91.4
1306893668.26,2.9861259,5.5265067,650.3,-61.8,47.4,114.5,296697.72,-55656.54,-1.0,165.64448279910795,23478968.7991785,23478968.7991785,19.628163484248514,7.752117132939838,27388.532833798672,93.60000000000001
1306893668.68,2.9867715,5.5262932,683.99,-66.0,48.8,108.0,296750.47,-55677.12,-1.0,156.57733222272606,24414906.887598787,24414906.887598787,19.86172577780496,7.512665919807197,26860.838975585568,94.8
1306893669.1,2.9874312,5.5261342,718.73,-70.7,49.7,101.3,296803.97,-55691.57,-1.0,155.06297650657052,25825987.938913632,25825987.938913632,20.49811268815882,7.313878848257902,26490.703987667388,94.8
1306893669.52,2.9880792,5.526034,752.96,-75.0,50.1,94.5,296856.16,-55699.55,-1.0,148.78239254350277,25509509.28265584,25509509.28265584,21.273384101078108,7.490672696661959,27306.234831703405,94.10000000000001
1306893669.94,2.9887297,5.5259883,787.31,-77.8,50.1,87.7,296908.16,-55701.46,-1.0,147.05784100322194,25096216.592664126,25096216.592664126,23.509002494161503,7.261413588540919,27416.722565387085,96.30000000000001
1306893670.36,2.9893572,5.5259963,820.54,-74.0,48.2,81.2,296957.97,-55697.53,-1.0,141.12890555629693,25668771.67132792,25668771.67132792,25.08142413507325,7.217073565078014,26972.410269260847,94.30000000000001
1306893670.79,2.989992,5.5260506,854.66,-71.5,42.8,76.5,297008.06,-55688.4,-1.0,140.50806081900737,24701393.99445032,24701393.99445032,25.746480251594544,7.431723732495307,26882.476363676047,91.6
1306893671.21,2.9906082,5.5261345,887.92,-70.7,39.8,73.6,297056.44,-55676.09,-1.0,140.6077984145048,25350373.4965558,25350373.4965558,24.293781553778853,7.35450895035369,26403.870939358625,92.30000000000001
1306893671.63,2.9912262,5.5262421,921.08,-68.5,38.6,71.1,297104.81,-55661.12,-1.0,141.7477357948246,25690295.9018629,25690295.9018629,24.632432169344696,7.534414857174465,25566.574765627996,90.5
1306893672.05,2.9918326,5.526369,953.46,-62.8,36.9,69.0,297152.16,-55644.08,-1.0,139.9918368050824,25114448.32800378,25114448.32800378,26.376473390374187,7.752291578389762,25208.956774271544,88.7
1306893672.47,2.9924537,5.5265168,986.4,-52.9,34.6,67.6,297200.5,-55624.64,-1.0,144.17940874896334,24256510.75796181,24256510.75796181,26.49801572604708,7.85684193704913,24661.95899105345,88.0
1306893672.89,2.9930649,5.5266744,1018.35,-43.2,32.8,66.7,297248.0,-55604.16,-1.0,142.09789562191264,22986928.92522658,22986928.92522658,24.783331067534547,7.870535685250024,25016.349842554984,86.00000000000003
1306893673.31,2.9936959,5.5268452,1050.55,-35.4,29.1,66.4,297296.97,-55582.11,-1.0,146.37179054162888,21628505.88602049,21628505.88602049,26.005294421448617,7.983029952382085,25634.71136733408,86.70000000000002
1306893673.73,2.9943202,5.527016,1080.6,-29.5,24.2,66.9,297345.44,-55560.09,-1.0,142.78391989061717,20329769.39572105,20329769.39572105,24.23091429227491,7.935095278585065,25149.22890087572,83.9
1306893674.15,2.9949758,5.5271917,1109.07,-26.4,21.0,67.6,297396.34,-55537.38,-1.0,146.19595237111736,19211426.740005158,19211426.740005158,21.992716342214685,8.156151423308039,25131.717165310467,81.39999999999999
1306893674.57,2.9956689,5.5273726,1135.62,-26.5,18.2,68.3,297450.19,-55513.91,-1.0,150.6175297967947,18398847.322107695,18398847.322107695,20.34341412209624,8.317594832953212,25852.944136697188,83.3
1306893674.99,2.9963822,5.5275535,1159.36,-28.0,15.6,69.0,297505.63,-55490.34,-1.0,151.26261907703537,17543138.63637245,17543138.63637245,22.09057458707379,8.088949118107656,25913.704205539492,83.9
1306893675.41,2.9971098,5.5277321,1180.14,-30.4,13.7,69.7,297562.22,-55466.96,-1.0,151.01722704986778,16978360.398421105,16978360.398421105,23.43051925424712,7.7800517645709535,25811.722477545358,83.5
1306893675.83,2.9978636,5.527912,1198.59,-33.8,12.6,70.3,297620.91,-55443.3,-1.0,153.98548653222326,16620231.506452953,16620231.506452953,22.425345684630695,7.582767636507462,25843.407197101733,85.8
1306893676.25,2.9986307,5.5280915,1214.81,-37.3,11.8,70.6,297680.66,-55419.62,-1.0,154.85643455552272,16413101.092457,16413101.092457,22.04002217407301,7.5409783432872315,26638.866723714844,88.4
1306893676.67,2.9994392,5.5282793,1229.73,-40.1,11.1,70.8,297743.59,-55394.82,-1.0,161.9338198598659,16662056.064786784,16662056.064786784,23.749576347810525,7.625505393373358,26494.379281944803,86.2
1306893677.09,3.0002459,5.5284672,1242.81,-42.2,10.4,70.7,297806.44,-55370.01,-1.0,160.86278315467695,17252503.56563226,17252503.56563226,23.696751428110506,7.698943089171433,25792.302138234394,86.80000000000001
1306893677.51,3.0010766,5.5286631,1254.72,-43.3,9.7,70.5,297871.09,-55344.2,-1.0,165.1228620566759,18196013.194188155,18196013.194188155,21.46213741822056,7.816301814394695,25222.656241641274,87.60000000000001
1306893677.93,3.0019105,5.5288635,1265.31,-43.3,8.9,70.2,297936.0,-55317.88,-1.0,165.61295474166837,19816282.26517198,19816282.26517198,22.686554390337726,7.686871305908447,25546.466736558767,87.99999999999999
1306893678.35,3.0027756,5.5290758,1275.0,-42.8,8.0,69.9,298003.28,-55290.07,-1.0,171.78577581581942,21840958.62830956,21840958.62830956,24.731199001209674,7.451112613332369,25585.390562760964,89.39999999999999
1306893678.77,3.0036534,5.5292965,1283.6,-41.4,7.3,69.6,298071.56,-55261.27,-1.0,174.52022041044216,23822505.67861791,23822505.67861791,25.478003664323477,7.33646161454277,24697.238915426828,88.9
1306893679.19,3.004546,5.5295263,1291.18,-39.5,6.5,69.2,298140.91,-55231.39,-1.0,177.56538538126864,26090995.19300277,26090995.19300277,23.699682417471188,7.358206822634589,24176.959533995243,88.60000000000002
1306893679.61,3.0054466,5.5297639,1297.77,-37.2,5.9,68.8,298210.84,-55200.61,-1.0,179.43394709602254,28300271.15771831,28300271.15771831,22.623143890128343,7.575815805853051,24605.823706911513,90.1
1306893680.25,3.006841,5.5301427,1306.1,-33.2,5.0,68.2,298319.06,-55151.71,-1.0,182.8242528617028,30420372.612658802,30420372.612658802,22.641407716050768,7.7074971885744405,24502.14002512527,87.0
1306893680.67,3.0077888,5.5304077,1310.65,-30.4,4.5,67.8,298392.56,-55117.64,-1.0,189.97556208475592,32823022.175452787,32823022.175452787,21.49054348216744,7.696445342334139,24247.088854275153,84.09999999999998
1306893681.09,3.0087397,5.5306795,1314.46,-27.6,4.0,67.4,298466.28,-55082.81,-1.0,191.10445645885218,34659940.81795655,34659940.81795655,19.386903159648945,7.430911146390091,24375.635500134133,86.0
1306893681.51,3.0097141,5.5309637,1317.68,-24.7,3.6,67.0,298541.75,-55046.48,-1.0,196.3179970785028,37115637.22066893,37115637.22066893,19.555023088320556,7.287842607462343,25145.684512956577,84.0
1306893681.94,3.0107151,5.5312613,1320.39,-21.8,3.2,66.7,298619.28,-55008.53,-1.0,197.56931950370165,39104614.07496455,39104614.07496455,19.25246347755477,7.1614736262658205,25482.482852572863,84.10000000000001
1306893682.36,3.011705,5.5315607,1322.58,-19.2,3.0,66.4,298695.88,-54970.44,-1.0,200.46217358170728,41417978.42794968,41417978.42794968,18.38055473288445,7.229608801254459,25210.12125541418,85.40000000000002
1306893682.79,3.0127484,5.5318812,1324.45,-16.6,2.7,66.1,298776.59,-54929.73,-1.0,206.96319480602045,43766974.87431496,43766974.87431496,17.4847301933293,7.16389457302862,25005.959803866914,84.70000000000002
1306893683.21,3.013771,5.5321996,1325.94,-14.3,2.5,65.9,298855.69,-54889.36,-1.0,208.15647418984287,45996100.44169612,45996100.44169612,17.245241802627223,7.300316742145334,25488.214105853564,86.3
1306893683.63,3.014814,5.5325282,1327.16,-12.2,2.5,65.7,298936.31,-54847.76,-1.0,212.69179311586282,48477786.821169354,48477786.821169354,16.882272699452805,7.162241100767522,25903.662561822035,84.99999999999999
